ID,Date,Element,Data_Value
UPM00034519,2011-07-25,TMAX,301
UPM00034519,2011-07-25,TMIN,159
UPM00034524,2005-03-03,TMIN,-97
UPM00034524,2005-02-06,TMAX,-134
UPM00034524,2006-12-18,TMIN,12
UPM00034524,2006-12-18,TMAX,48
UPM00034524,2008-12-25,TMIN,-89
UPM00034524,2009-02-03,TMAX,-36
UPM00034519,2006-11-28,TMAX,62
UPM00034519,2006-11-28,TMIN,36
UPM00034524,2005-06-19,TMIN,148
UPM00034524,2012-11-22,TMAX,40
UPM00034524,2005-06-19,TMAX,197
UPM00034519,2011-04-05,TMIN,35
UPM00034519,2011-05-29,TMIN,131
UPM00034519,2009-06-16,TMIN,122
UPM00034519,2009-07-05,TMAX,282
UPM00034519,2005-10-26,TMIN,-15
UPM00034519,2011-12-31,TMIN,-24
UPM00034519,2006-11-16,TMAX,100
UPM00034519,2006-11-16,TMIN,15
UPM00034519,2009-11-03,TMAX,-21
UPM00034519,2009-11-03,TMIN,-36
UPM00034524,2012-10-20,TMAX,181
UPM00034524,2006-11-02,TMAX,104
UPM00034524,2012-10-20,TMIN,59
UPM00034519,2006-01-14,TMIN,-59
UPM00034519,2007-04-26,TMIN,68
UPM00034519,2009-05-06,TMIN,87
UPM00034524,2006-03-07,TMIN,10
UPM00034524,2014-09-02,TMIN,147
UPM00034524,2014-09-02,TMAX,277
UPM00034519,2010-04-01,TMIN,58
UPM00034519,2010-04-01,TMAX,149
UPM00034519,2012-11-25,TMIN,26
UPM00034519,2012-11-25,TMAX,34
UPM00034519,2006-01-11,TMIN,-104
UPM00034524,2005-08-02,TMAX,315
UPM00034519,2009-07-05,TMIN,154
UPM00034519,2011-07-13,TMIN,150
UPM00034519,2011-07-13,TMAX,292
UPM00034519,2012-01-31,TMAX,-160
UPM00034519,2011-12-04,TMAX,64
UPM00034519,2011-08-26,TMAX,249
UPM00034519,2014-04-02,TMAX,42
UPM00034519,2010-01-09,TMAX,59
UPM00034519,2006-04-29,TMIN,6
UPM00034519,2011-07-26,TMAX,323
UPM00034519,2009-08-14,TMAX,278
UPM00034524,2008-06-05,TMIN,100
UPM00034519,2009-08-14,TMIN,154
UPM00034519,2010-02-06,TMIN,-160
UPM00034519,2010-01-09,TMIN,0
UPM00034519,2014-04-14,TMIN,40
UPM00034519,2014-04-14,TMAX,124
UPM00034519,2012-10-14,TMAX,128
UPM00034524,2007-12-20,TMIN,-40
UPM00034524,2005-12-25,TMAX,-91
UPM00034524,2005-12-25,TMIN,-139
UPM00034519,2010-02-06,TMAX,-66
UPM00034519,2008-03-11,TMIN,20
UPM00034519,2006-12-15,TMAX,40
UPM00034519,2012-01-30,TMIN,-178
UPM00034519,2010-08-04,TMAX,369
UPM00034519,2010-08-04,TMIN,235
UPM00034519,2011-05-01,TMAX,182
UPM00034519,2007-06-10,TMAX,279
UPM00034519,2011-05-01,TMIN,107
UPM00034519,2011-07-26,TMIN,188
UPM00034519,2013-05-03,TMAX,281
UPM00034519,2012-10-14,TMIN,70
UPM00034519,2007-01-14,TMAX,52
UPM00034519,2011-01-06,TMIN,-167
UPM00034524,2008-04-03,TMAX,79
UPM00034524,2008-04-03,TMIN,76
UPM00034519,2012-03-04,TMAX,-18
UPM00034519,2012-03-04,TMIN,-102
UPM00034519,2010-01-28,TMAX,-100
UPM00034519,2010-01-28,TMIN,-180
UPM00034524,2007-03-28,TMIN,-10
UPM00034519,2005-03-02,TMIN,-129
UPM00034519,2013-04-20,TMAX,184
UPM00034519,2013-04-20,TMIN,68
UPM00034519,2010-06-15,TMIN,193
UPM00034519,2007-04-25,TMIN,23
UPM00034519,2012-03-06,TMAX,-29
UPM00034519,2007-11-09,TMIN,-19
UPM00034519,2005-08-14,TMAX,281
UPM00034519,2011-11-30,TMAX,10
UPM00034519,2005-08-14,TMIN,170
UPM00034519,2011-11-30,TMIN,-39
UPM00034519,2011-11-20,TMAX,4
UPM00034519,2011-11-20,TMIN,-16
UPM00034519,2007-01-18,TMIN,-25
UPM00034519,2009-11-29,TMIN,65
UPM00034519,2009-11-29,TMAX,87
UPM00034519,2009-04-16,TMAX,138
UPM00034519,2013-05-03,TMIN,126
UPM00034519,2012-01-30,TMAX,-88
UPM00034519,2011-02-27,TMIN,-131
UPM00034519,2010-03-20,TMIN,1
UPM00034519,2010-03-20,TMAX,118
UPM00034524,2006-07-10,TMIN,153
UPM00034519,2012-02-23,TMIN,-64
UPM00034519,2012-02-23,TMAX,5
UPM00034519,2010-08-23,TMAX,293
UPM00034524,2006-09-25,TMIN,110
UPM00034524,2006-07-04,TMIN,119
UPM00034519,2010-08-01,TMAX,381
UPM00034519,2010-12-22,TMIN,26
UPM00034519,2010-08-23,TMIN,140
UPM00034519,2009-02-01,TMAX,-14
UPM00034519,2005-11-05,TMIN,-32
UPM00034519,2007-03-29,TMAX,128
UPM00034524,2005-08-06,TMIN,187
UPM00034524,2005-08-06,TMAX,299
UPM00034524,2008-09-13,TMIN,59
UPM00034524,2008-09-13,TMAX,161
UPM00034519,2011-02-05,TMIN,-41
UPM00034519,2011-02-05,TMAX,9
UPM00034519,2011-11-11,TMIN,-35
UPM00034519,2011-11-11,TMAX,-16
UPM00034519,2011-02-27,TMAX,-66
UPM00034519,2006-12-15,TMIN,1
UPM00034519,2011-12-01,TMAX,30
UPM00034519,2005-05-13,TMIN,111
UPM00034519,2010-09-07,TMAX,205
UPM00034519,2010-10-23,TMAX,106
UPM00034519,2010-09-07,TMIN,105
UPM00034519,2010-10-23,TMIN,-14
UPM00034524,2006-08-31,TMIN,165
UPM00034524,2006-08-31,TMAX,303
UPM00034524,2015-01-18,TMAX,-26
UPM00034519,2006-01-12,TMAX,-25
UPM00034519,2006-10-08,TMAX,137
UPM00034519,2006-09-16,TMIN,48
UPM00034519,2012-09-01,TMIN,90
UPM00034519,2012-09-01,TMAX,210
UPM00034524,2015-01-18,TMIN,-40
UPM00034524,2008-02-20,TMIN,-78
UPM00034519,2010-06-26,TMAX,296
UPM00034519,2007-06-13,TMAX,285
UPM00034519,2010-06-26,TMIN,186
UPM00034519,2007-06-13,TMIN,164
UPM00034519,2006-01-12,TMIN,-128
UPM00034519,2010-10-13,TMAX,90
UPM00034524,2005-12-20,TMIN,-101
UPM00034524,2005-12-20,TMAX,-24
UPM00034519,2011-02-08,TMIN,-32
UPM00034519,2011-12-01,TMIN,-35
UPM00034519,2009-04-16,TMIN,62
UPM00034519,2009-01-26,TMIN,-1
UPM00034524,2007-12-14,TMIN,-5
UPM00034524,2012-12-05,TMAX,-18
UPM00034524,2012-12-05,TMIN,-24
UPM00034519,2013-10-07,TMIN,8
UPM00034519,2012-03-02,TMIN,-105
UPM00034519,2012-03-02,TMAX,-31
UPM00034519,2013-10-07,TMAX,90
UPM00034519,2010-12-30,TMAX,-34
UPM00034519,2014-05-03,TMIN,100
UPM00034524,2006-11-24,TMIN,28
UPM00034519,2007-05-16,TMAX,252
UPM00034519,2007-05-16,TMIN,108
UPM00034524,2005-10-05,TMIN,82
UPM00034524,2005-10-05,TMAX,196
UPM00034519,2008-03-23,TMAX,117
UPM00034519,2014-03-25,TMAX,180
UPM00034519,2009-10-31,TMAX,30
UPM00034519,2012-02-10,TMIN,-230
UPM00034524,2005-02-01,TMAX,-45
UPM00034524,2005-02-01,TMIN,-141
UPM00034524,2014-08-30,TMAX,224
UPM00034524,2014-08-30,TMIN,106
UPM00034524,2008-10-31,TMIN,50
UPM00034519,2008-03-23,TMIN,39
UPM00034519,2014-01-27,TMAX,-90
UPM00034519,2014-03-25,TMIN,54
UPM00034519,2014-01-27,TMIN,-146
UPM00034524,2006-04-13,TMIN,109
UPM00034524,2008-06-16,TMIN,146
UPM00034524,2006-10-14,TMIN,22
UPM00034519,2008-12-08,TMIN,40
UPM00034519,2009-01-19,TMIN,-41
UPM00034519,2009-09-18,TMAX,226
UPM00034519,2009-09-18,TMIN,123
UPM00034519,2006-03-16,TMAX,30
UPM00034524,2015-01-13,TMIN,-49
UPM00034524,2015-01-13,TMAX,8
UPM00034519,2006-03-16,TMIN,4
UPM00034519,2008-02-08,TMIN,-35
UPM00034519,2009-11-17,TMAX,56
UPM00034519,2009-10-30,TMAX,78
UPM00034524,2006-07-18,TMIN,160
UPM00034519,2008-06-16,TMAX,283
UPM00034524,2007-01-29,TMAX,4
UPM00034524,2006-07-18,TMAX,222
UPM00034524,2007-01-29,TMIN,-115
UPM00034519,2006-04-15,TMIN,76
UPM00034524,2006-08-21,TMIN,156
UPM00034524,2006-08-21,TMAX,296
UPM00034519,2013-08-15,TMAX,340
UPM00034519,2013-08-15,TMIN,194
UPM00034519,2005-10-12,TMIN,101
UPM00034519,2010-02-23,TMAX,47
UPM00034519,2010-02-23,TMIN,-50
UPM00034519,2006-07-31,TMIN,134
UPM00034524,2005-05-16,TMAX,204
UPM00034519,2008-04-25,TMIN,23
UPM00034524,2009-06-12,TMIN,156
UPM00034524,2005-07-19,TMIN,156
UPM00034519,2013-09-15,TMAX,184
UPM00034524,2008-10-27,TMIN,0
UPM00034519,2010-05-21,TMAX,197
UPM00034519,2013-09-15,TMIN,110
UPM00034519,2013-02-22,TMAX,2
UPM00034519,2011-11-17,TMIN,-87
UPM00034519,2011-11-17,TMAX,2
UPM00034519,2010-12-09,TMAX,96
UPM00034519,2010-12-09,TMIN,37
UPM00034519,2008-06-16,TMIN,145
UPM00034519,2010-04-09,TMIN,28
UPM00034519,2010-04-09,TMAX,95
UPM00034519,2012-07-26,TMIN,174
UPM00034519,2012-07-26,TMAX,330
UPM00034519,2010-12-11,TMAX,-29
UPM00034524,2008-01-11,TMIN,-190
UPM00034524,2008-01-11,TMAX,-107
UPM00034519,2009-01-26,TMAX,48
UPM00034519,2010-06-15,TMAX,343
UPM00034524,2005-07-19,TMAX,267
UPM00034524,2008-03-19,TMAX,78
UPM00034524,2008-03-19,TMIN,52
UPM00034524,2005-05-16,TMIN,94
UPM00034519,2006-07-31,TMAX,275
UPM00034519,2012-07-28,TMAX,342
UPM00034519,2012-07-28,TMIN,224
UPM00034519,2014-05-03,TMAX,194
UPM00034524,2007-03-05,TMIN,1
UPM00034524,2014-10-30,TMIN,7
UPM00034524,2014-10-30,TMAX,114
UPM00034519,2005-08-23,TMIN,130
UPM00034519,2006-12-18,TMIN,5
UPM00034519,2006-12-18,TMAX,52
UPM00034519,2008-11-25,TMIN,-10
UPM00034524,2008-07-10,TMAX,235
UPM00034519,2013-05-11,TMAX,270
UPM00034519,2013-05-11,TMIN,120
UPM00034524,2006-06-02,TMIN,140
UPM00034524,2006-06-02,TMAX,274
UPM00034524,2007-03-05,TMAX,37
UPM00034519,2008-06-27,TMIN,180
UPM00034519,2007-11-12,TMAX,40
UPM00034519,2012-12-12,TMIN,-58
UPM00034524,2014-10-08,TMAX,110
UPM00034524,2014-10-08,TMIN,-10
UPM00034519,2007-11-12,TMIN,-14
UPM00034524,2008-12-22,TMIN,-96
UPM00034524,2009-03-02,TMIN,-55
UPM00034524,2008-07-10,TMIN,172
UPM00034524,2009-01-05,TMIN,-169
UPM00034524,2009-01-05,TMAX,-95
UPM00034524,2008-09-09,TMIN,177
UPM00034519,2014-05-24,TMAX,295
UPM00034519,2014-05-24,TMIN,140
UPM00034519,2007-02-01,TMIN,-170
UPM00034519,2005-06-14,TMAX,236
UPM00034519,2005-02-02,TMIN,-75
UPM00034519,2009-08-03,TMIN,173
UPM00034519,2009-08-03,TMAX,302
UPM00034524,2014-12-10,TMAX,22
UPM00034524,2006-07-26,TMAX,301
UPM00034519,2013-07-16,TMIN,165
UPM00034519,2013-07-16,TMAX,292
UPM00034524,2006-07-26,TMIN,158
UPM00034524,2009-03-25,TMIN,15
UPM00034519,2012-05-04,TMIN,113
UPM00034519,2012-05-04,TMAX,283
UPM00034524,2014-07-02,TMAX,288
UPM00034524,2005-07-07,TMIN,114
UPM00034524,2005-07-07,TMAX,183
UPM00034519,2013-08-30,TMIN,150
UPM00034519,2009-07-17,TMIN,202
UPM00034519,2009-07-17,TMAX,360
UPM00034519,2013-08-30,TMAX,267
UPM00034524,2008-09-09,TMAX,301
UPM00034524,2005-01-31,TMIN,-85
UPM00034519,2006-07-14,TMIN,194
UPM00034519,2008-08-12,TMAX,323
UPM00034524,2006-01-21,TMIN,-271
UPM00034524,2005-09-07,TMAX,237
UPM00034519,2013-10-19,TMAX,127
UPM00034519,2009-10-10,TMAX,160
UPM00034519,2011-05-14,TMIN,98
UPM00034524,2007-03-09,TMAX,14
UPM00034524,2005-02-13,TMIN,-151
UPM00034519,2011-11-03,TMIN,12
UPM00034524,2005-02-13,TMAX,-67
UPM00034524,2005-08-29,TMIN,160
UPM00034519,2011-11-03,TMAX,79
UPM00034519,2013-10-22,TMAX,129
UPM00034519,2013-11-23,TMAX,56
UPM00034519,2013-11-23,TMIN,28
UPM00034524,2008-10-20,TMIN,21
UPM00034519,2009-08-26,TMIN,91
UPM00034519,2009-08-26,TMAX,244
UPM00034524,2008-02-04,TMIN,-28
UPM00034524,2007-07-18,TMAX,273
UPM00034524,2014-12-23,TMIN,-12
UPM00034519,2014-03-08,TMAX,78
UPM00034519,2010-04-25,TMAX,191
UPM00034519,2014-03-08,TMIN,-30
UPM00034519,2006-07-14,TMAX,321
UPM00034519,2013-10-06,TMIN,1
UPM00034519,2013-10-06,TMAX,54
UPM00034519,2011-06-17,TMAX,282
UPM00034519,2008-07-22,TMAX,316
UPM00034524,2012-09-27,TMIN,144
UPM00034519,2010-04-15,TMAX,165
UPM00034519,2006-06-20,TMAX,280
UPM00034519,2006-06-20,TMIN,141
UPM00034519,2010-04-15,TMIN,2
UPM00034524,2005-02-26,TMAX,-13
UPM00034519,2014-02-14,TMIN,-10
UPM00034524,2007-10-29,TMIN,20
UPM00034519,2013-06-25,TMAX,325
UPM00034519,2014-02-14,TMAX,18
UPM00034524,2005-02-26,TMIN,-50
UPM00034519,2013-06-25,TMIN,155
UPM00034519,2013-02-20,TMIN,-33
UPM00034524,2014-07-25,TMAX,291
UPM00034524,2014-07-25,TMIN,160
UPM00034519,2010-11-28,TMAX,52
UPM00034519,2009-09-06,TMAX,252
UPM00034519,2009-08-23,TMAX,217
UPM00034519,2009-09-06,TMIN,124
UPM00034519,2011-12-04,TMIN,-6
UPM00034519,2009-08-23,TMIN,116
UPM00034524,2005-10-21,TMAX,53
UPM00034519,2008-07-22,TMIN,183
UPM00034524,2007-03-31,TMIN,10
UPM00034524,2012-09-27,TMAX,263
UPM00034524,2009-01-06,TMIN,-161
UPM00034519,2011-06-17,TMIN,152
UPM00034519,2012-09-09,TMAX,201
UPM00034519,2010-01-10,TMIN,-4
UPM00034519,2010-01-10,TMAX,26
UPM00034524,2005-01-31,TMAX,-17
UPM00034519,2013-08-25,TMIN,164
UPM00034519,2005-11-18,TMIN,71
UPM00034519,2010-09-14,TMAX,258
UPM00034519,2013-08-25,TMAX,299
UPM00034519,2006-09-19,TMIN,79
UPM00034519,2010-09-14,TMIN,122
UPM00034524,2005-09-07,TMIN,128
UPM00034519,2006-07-04,TMIN,109
UPM00034524,2008-05-27,TMIN,105
UPM00034519,2008-08-08,TMAX,230
UPM00034524,2007-04-11,TMIN,32
UPM00034524,2007-04-11,TMAX,161
UPM00034519,2008-12-25,TMIN,-73
UPM00034519,2013-07-02,TMAX,252
UPM00034519,2007-03-01,TMAX,12
UPM00034524,2007-10-28,TMAX,94
UPM00034519,2007-03-01,TMIN,-12
UPM00034519,2009-11-01,TMAX,14
UPM00034519,2009-11-01,TMIN,-46
UPM00034519,2005-11-18,TMAX,89
UPM00034519,2012-04-17,TMIN,105
UPM00034519,2006-11-27,TMIN,59
UPM00034519,2011-05-14,TMAX,244
UPM00034524,2007-05-24,TMAX,325
UPM00034519,2013-11-15,TMAX,46
UPM00034519,2012-03-25,TMIN,-26
UPM00034524,2006-04-27,TMIN,35
UPM00034524,2006-04-27,TMAX,80
UPM00034519,2010-10-19,TMIN,40
UPM00034519,2012-01-25,TMIN,-185
UPM00034519,2012-03-25,TMAX,87
UPM00034519,2014-04-08,TMAX,166
UPM00034519,2006-03-11,TMIN,-66
UPM00034519,2014-04-08,TMIN,40
UPM00034524,2005-12-02,TMIN,29
UPM00034524,2005-12-02,TMAX,48
UPM00034524,2006-04-04,TMIN,-2
UPM00034524,2005-03-27,TMAX,72
UPM00034524,2005-03-27,TMIN,2
UPM00034519,2005-01-27,TMAX,-54
UPM00034519,2009-07-27,TMAX,239
UPM00034519,2007-11-23,TMIN,-82
UPM00034524,2005-10-09,TMIN,54
UPM00034524,2005-07-31,TMIN,201
UPM00034524,2005-10-09,TMAX,117
UPM00034524,2005-07-31,TMAX,300
UPM00034519,2013-11-15,TMIN,-2
UPM00034519,2007-04-10,TMAX,105
UPM00034519,2013-09-07,TMAX,137
UPM00034519,2005-10-11,TMIN,62
UPM00034519,2010-06-10,TMAX,313
UPM00034524,2008-03-02,TMIN,25
UPM00034519,2006-04-20,TMIN,69
UPM00034519,2006-01-20,TMIN,-149
UPM00034519,2006-01-20,TMAX,-63
UPM00034524,2009-02-27,TMIN,-47
UPM00034524,2009-04-06,TMIN,20
UPM00034524,2009-04-06,TMAX,173
UPM00034524,2005-08-26,TMAX,214
UPM00034519,2013-09-07,TMIN,84
UPM00034524,2008-07-12,TMIN,141
UPM00034524,2007-03-16,TMAX,69
UPM00034524,2008-05-22,TMIN,154
UPM00034519,2013-10-13,TMIN,53
UPM00034524,2005-08-26,TMIN,104
UPM00034524,2008-07-12,TMAX,268
UPM00034519,2013-10-13,TMAX,164
UPM00034524,2007-03-16,TMIN,-26
UPM00034519,2008-06-26,TMIN,100
UPM00034524,2008-04-07,TMAX,175
UPM00034524,2008-04-07,TMIN,50
UPM00034519,2005-08-15,TMAX,299
UPM00034519,2005-08-15,TMIN,184
UPM00034524,2007-05-24,TMIN,194
UPM00034519,2007-04-10,TMIN,30
UPM00034519,2009-07-27,TMIN,152
UPM00034519,2012-10-16,TMIN,134
UPM00034519,2009-01-13,TMAX,-29
UPM00034519,2011-04-09,TMAX,70
UPM00034519,2013-06-30,TMIN,170
UPM00034519,2013-06-30,TMAX,290
UPM00034519,2010-07-21,TMIN,206
UPM00034519,2010-07-21,TMAX,331
UPM00034519,2011-04-09,TMIN,28
UPM00034524,2005-06-16,TMIN,129
UPM00034519,2011-08-02,TMAX,300
UPM00034519,2012-03-08,TMAX,-52
UPM00034519,2012-03-08,TMIN,-114
UPM00034519,2011-12-16,TMIN,-2
UPM00034519,2006-05-16,TMIN,104
UPM00034519,2006-12-07,TMAX,20
UPM00034519,2006-12-07,TMIN,2
UPM00034519,2010-11-16,TMAX,184
UPM00034519,2011-08-02,TMIN,189
UPM00034524,2006-04-17,TMAX,136
UPM00034524,2006-04-17,TMIN,45
UPM00034519,2013-04-22,TMAX,122
UPM00034524,2005-06-16,TMAX,210
UPM00034524,2008-02-14,TMIN,-109
UPM00034524,2007-06-17,TMAX,322
UPM00034519,2009-01-13,TMIN,-105
UPM00034524,2015-01-20,TMAX,11
UPM00034519,2013-01-02,TMIN,-24
UPM00034519,2005-10-30,TMAX,52
UPM00034519,2012-10-16,TMAX,244
UPM00034519,2012-10-27,TMIN,-4
UPM00034519,2012-10-27,TMAX,102
UPM00034519,2005-01-27,TMIN,-94
UPM00034519,2009-10-08,TMIN,60
UPM00034519,2006-12-22,TMAX,-10
UPM00034519,2009-10-08,TMAX,183
UPM00034519,2009-04-26,TMAX,187
UPM00034519,2011-06-12,TMIN,155
UPM00034519,2006-12-22,TMIN,-123
UPM00034519,2010-08-01,TMIN,212
UPM00034519,2006-11-27,TMAX,78
UPM00034524,2005-02-02,TMIN,-118
UPM00034524,2005-07-03,TMIN,141
UPM00034519,2011-06-12,TMAX,214
UPM00034524,2007-07-23,TMIN,183
UPM00034524,2007-07-23,TMAX,296
UPM00034524,2005-02-02,TMAX,-71
UPM00034519,2011-09-19,TMAX,211
UPM00034519,2011-09-19,TMIN,87
UPM00034524,2005-12-18,TMIN,-12
UPM00034519,2010-06-10,TMIN,159
UPM00034524,2005-12-18,TMAX,41
UPM00034519,2007-01-27,TMIN,-26
UPM00034524,2005-07-03,TMAX,256
UPM00034524,2008-06-16,TMAX,274
UPM00034519,2012-04-17,TMAX,214
UPM00034519,2008-12-12,TMIN,-40
UPM00034524,2006-04-09,TMAX,103
UPM00034524,2007-04-13,TMIN,20
UPM00034519,2006-10-02,TMIN,55
UPM00034519,2012-09-07,TMAX,204
UPM00034519,2005-04-16,TMIN,103
UPM00034524,2009-03-18,TMAX,29
UPM00034519,2009-01-09,TMIN,-108
UPM00034524,2009-03-18,TMIN,-35
UPM00034519,2005-02-17,TMIN,-2
UPM00034524,2005-11-16,TMAX,7
UPM00034519,2007-02-14,TMAX,79
UPM00034519,2013-09-16,TMIN,110
UPM00034524,2006-06-09,TMAX,215
UPM00034519,2007-02-14,TMIN,5
UPM00034524,2006-06-09,TMIN,119
UPM00034519,2005-02-05,TMIN,-180
UPM00034519,2014-01-31,TMAX,-146
UPM00034524,2006-01-26,TMIN,-214
UPM00034519,2012-09-06,TMIN,118
UPM00034519,2014-01-31,TMIN,-237
UPM00034524,2005-11-16,TMIN,-40
UPM00034519,2013-07-17,TMIN,155
UPM00034524,2014-10-07,TMIN,-14
UPM00034519,2013-11-03,TMIN,57
UPM00034519,2012-09-06,TMAX,250
UPM00034519,2013-11-03,TMAX,124
UPM00034519,2005-09-09,TMAX,275
UPM00034524,2005-06-15,TMAX,243
UPM00034524,2005-04-30,TMAX,93
UPM00034519,2012-10-24,TMAX,157
UPM00034519,2009-12-18,TMIN,-136
UPM00034519,2009-12-18,TMAX,-116
UPM00034519,2008-01-14,TMIN,-64
UPM00034519,2013-03-29,TMIN,-60
UPM00034519,2013-03-29,TMAX,40
UPM00034519,2008-06-11,TMIN,149
UPM00034519,2014-01-11,TMAX,52
UPM00034524,2005-04-28,TMAX,182
UPM00034524,2009-05-07,TMIN,62
UPM00034519,2007-04-27,TMIN,37
UPM00034524,2005-04-28,TMIN,64
UPM00034524,2014-12-06,TMAX,-50
UPM00034524,2014-12-06,TMIN,-84
UPM00034519,2010-08-12,TMAX,390
UPM00034519,2012-04-13,TMAX,159
UPM00034524,2006-08-22,TMAX,311
UPM00034524,2006-08-22,TMIN,206
UPM00034519,2010-08-12,TMIN,243
UPM00034519,2014-01-02,TMIN,-20
UPM00034519,2005-09-09,TMIN,148
UPM00034519,2008-02-13,TMIN,-48
UPM00034524,2012-11-03,TMIN,44
UPM00034524,2012-11-03,TMAX,88
UPM00034519,2013-09-16,TMAX,175
UPM00034524,2005-12-19,TMAX,2
UPM00034524,2005-12-19,TMIN,-25
UPM00034519,2006-04-19,TMIN,44
UPM00034524,2006-02-03,TMIN,-18
UPM00034519,2006-04-19,TMAX,189
UPM00034519,2009-12-07,TMAX,-17
UPM00034519,2012-05-27,TMAX,203
UPM00034519,2012-05-27,TMIN,90
UPM00034519,2005-02-03,TMIN,-100
UPM00034524,2006-02-03,TMAX,-14
UPM00034524,2008-09-02,TMIN,84
UPM00034524,2008-09-02,TMAX,215
UPM00034519,2008-02-15,TMIN,-83
UPM00034519,2010-02-18,TMAX,-5
UPM00034519,2010-02-18,TMIN,-51
UPM00034519,2012-06-07,TMAX,246
UPM00034524,2006-10-19,TMIN,30
UPM00034524,2008-04-17,TMAX,127
UPM00034524,2008-04-17,TMIN,56
UPM00034519,2005-12-05,TMIN,8
UPM00034519,2013-04-28,TMAX,261
UPM00034524,2005-04-19,TMAX,155
UPM00034519,2011-10-16,TMIN,20
UPM00034519,2012-02-03,TMAX,-117
UPM00034519,2012-02-03,TMIN,-220
UPM00034519,2011-06-16,TMIN,156
UPM00034524,2006-02-01,TMIN,-125
UPM00034524,2006-02-05,TMAX,-48
UPM00034519,2013-10-16,TMAX,151
UPM00034519,2013-10-16,TMIN,94
UPM00034524,2014-10-07,TMAX,107
UPM00034524,2005-10-23,TMIN,40
UPM00034524,2005-10-23,TMAX,137
UPM00034524,2007-07-26,TMIN,177
UPM00034524,2007-07-26,TMAX,266
UPM00034519,2009-02-25,TMAX,-28
UPM00034519,2009-02-25,TMIN,-49
UPM00034524,2008-12-23,TMIN,-55
UPM00034524,2005-06-15,TMIN,119
UPM00034519,2010-07-13,TMIN,199
UPM00034524,2007-02-21,TMAX,16
UPM00034519,2010-07-13,TMAX,321
UPM00034519,2012-05-10,TMAX,308
UPM00034519,2006-01-16,TMIN,-43
UPM00034519,2006-10-20,TMAX,70
UPM00034519,2006-10-20,TMIN,23
UPM00034519,2009-09-05,TMIN,140
UPM00034519,2009-09-05,TMAX,227
UPM00034519,2011-11-29,TMAX,20
UPM00034524,2006-02-01,TMAX,-61
UPM00034519,2011-06-16,TMAX,273
UPM00034519,2012-05-10,TMIN,147
UPM00034519,2011-10-16,TMAX,96
UPM00034519,2010-08-11,TMAX,390
UPM00034524,2006-08-04,TMAX,328
UPM00034524,2007-11-11,TMIN,-20
UPM00034519,2014-02-08,TMAX,-30
UPM00034519,2014-02-08,TMIN,-99
UPM00034519,2009-12-17,TMIN,-142
UPM00034519,2011-09-21,TMAX,240
UPM00034519,2011-09-21,TMIN,104
UPM00034519,2007-03-15,TMAX,92
UPM00034519,2013-12-29,TMIN,-14
UPM00034519,2013-12-29,TMAX,30
UPM00034519,2005-01-25,TMAX,-14
UPM00034519,2006-07-26,TMIN,155
UPM00034519,2006-07-26,TMAX,304
UPM00034519,2005-01-25,TMIN,-53
UPM00034519,2009-12-17,TMAX,-118
UPM00034524,2006-04-10,TMIN,26
UPM00034519,2005-11-16,TMAX,37
UPM00034524,2007-11-11,TMAX,21
UPM00034519,2005-11-16,TMIN,-25
UPM00034519,2009-07-12,TMAX,341
UPM00034519,2009-07-12,TMIN,185
UPM00034519,2010-06-29,TMAX,306
UPM00034519,2008-12-23,TMIN,-52
UPM00034524,2005-05-17,TMAX,217
UPM00034524,2005-05-17,TMIN,100
UPM00034519,2011-11-13,TMIN,-24
UPM00034524,2007-07-17,TMAX,270
UPM00034524,2006-03-25,TMIN,-91
UPM00034519,2011-08-26,TMIN,94
UPM00034519,2014-04-02,TMIN,-60
UPM00034524,2005-04-06,TMAX,175
UPM00034524,2008-10-24,TMAX,109
UPM00034524,2007-10-31,TMIN,48
UPM00034519,2010-04-18,TMAX,135
UPM00034519,2010-04-18,TMIN,25
UPM00034519,2010-12-17,TMIN,-95
UPM00034524,2012-10-22,TMIN,55
UPM00034524,2012-10-22,TMAX,182
UPM00034519,2012-04-26,TMAX,259
UPM00034519,2012-04-26,TMIN,132
UPM00034519,2012-10-17,TMIN,135
UPM00034519,2012-10-17,TMAX,222
UPM00034519,2012-02-05,TMIN,-159
UPM00034519,2012-02-19,TMAX,-82
UPM00034519,2012-02-19,TMIN,-126
UPM00034519,2012-02-05,TMAX,-86
UPM00034519,2005-09-27,TMIN,100
UPM00034519,2013-12-05,TMIN,-27
UPM00034519,2013-12-05,TMAX,44
UPM00034519,2006-08-01,TMAX,273
UPM00034519,2006-08-01,TMIN,183
UPM00034519,2005-12-09,TMIN,20
UPM00034524,2006-04-10,TMAX,152
UPM00034519,2010-05-11,TMIN,135
UPM00034519,2010-05-11,TMAX,203
UPM00034524,2006-08-02,TMIN,139
UPM00034524,2014-11-13,TMAX,56
UPM00034524,2014-11-13,TMIN,27
UPM00034524,2015-01-09,TMIN,-210
UPM00034524,2008-11-22,TMAX,109
UPM00034519,2008-06-25,TMIN,153
UPM00034519,2009-01-18,TMIN,-23
UPM00034524,2005-11-05,TMIN,15
UPM00034524,2005-11-05,TMAX,102
UPM00034519,2007-10-11,TMAX,158
UPM00034519,2007-10-11,TMIN,40
UPM00034519,2012-01-07,TMIN,4
UPM00034519,2012-01-07,TMAX,63
UPM00034524,2008-11-21,TMIN,5
